Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Apoptosis modulation by HSP70	3/19	1.108806349755567E-4	0.002237297786707429	0	0	38.43556701030928	350.03487252570744	CYCS;RIPK1;HSPA1B
Tob role in T-cell activation	3/19	1.108806349755567E-4	0.002237297786707429	0	0	38.43556701030928	350.03487252570744	TGFBR3;IFNG;TGFBR2
Signaling by the B cell receptor (BCR)	6/151	1.1146679364378648E-4	0.002237297786707429	0	0	8.696258253851797	79.1514627240073	PSMD6;CDKN1A;SYK;PIK3CD;ITPR3;PSMB8
4-1BB-dependent immune response	3/20	1.2997496316054035E-4	0.0025188251481456443	0	0	36.1728320194057	323.6806038860264	JUN;IFNG;TNFSF9
MAPK signaling pathway	8/314	1.7974503916922993E-4	0.003367223733770241	0	0	5.5680591077010515	48.01878116335985	JUN;DUSP2;DUSP10;PPP3CC;RIPK1;HSPA1B;GADD45G;TGFBR2
Innate immune system	8/319	2.001238120871662E-4	0.0036280510449350776	0	0	5.477142457710052	46.64649081611353	PYCARD;JUN;AIM2;RIPK1;PIK3C3;TLR5;MYD88;TIRAP
ATF2 transcription factor network	4/59	2.168425791719672E-4	0.0037529941538969685	0	0	15.034090909090908	126.83268610213271	JUN;CXCL8;DUSP10;IFNG
Adaptive immune system	11/606	2.2262063592689343E-4	0.0037529941538969685	0	0	4.010102917571523	33.72513163261471	PSMD6;CDKN1A;SYK;ICAM3;PIK3CD;ITPR3;KIF22;KIR2DL3;KIR2DL4;PSMB8;UBE2J1
Pathways in cancer	8/325	2.2704946838522581E-4	0.0037529941538969685	0	0	5.371828281442875	45.07147989433894	JUN;CDKN1A;CDK6;CXCL8;CYCS;PIK3CD;TGFBR2;VEGFA
Colorectal cancer	4/62	2.6275328958823654E-4	0.004219067107102541	0	0	14.254310344827585	117.51673990976754	JUN;PIK3CD;CYCS;TGFBR2
Interleukin-27-mediated signaling events	3/26	2.9004938736300437E-4	0.004527993213833568	0	0	26.728372926938594	217.7148751207531	IFNG;TBX21;IL12RB2
p53 activity regulation	5/118	3.1625155030943895E-4	0.004803604629024451	0	0	9.216115510013973	74.27242251897877	CDKN1A;CDK6;CYCS;GTSE1;GADD45G
Retinoblastoma protein regulation	4/66	3.3432311010974254E-4	0.004925094446066519	0	0	13.331989247311828	106.70127789939	CDKN1A;DNMT1;JUN;CDK6
Interleukin-1 regulation of extracellular matrix	5/120	3.417770167199186E-4	0.004925094446066519	0	0	9.05491990846682	72.27050340596548	JUN;CXCL8;IFNG;CCL4;RHOB
TRAIL signaling pathway	3/28	3.6282137198050867E-4	0.005097640276326147	0	0	24.587628865979383	194.773359177925	TNFSF10;PIK3CD;RIPK1
p75 neurotrophin receptor-mediated signaling	5/124	3.97478011409262E-4	0.005350220295560919	0	0	8.748783724015922	68.50622185570785	APH1B;CYCS;PSEN1;MYD88;RHOB
Interleukin-1 signaling pathway	5/125	4.1241552456101665E-4	0.005350220295560919	0	0	8.675438596491228	67.61184992387277	JUN;CXCL8;TOLLIP;MYD88;UBE2J1
Pancreatic cancer	4/70	4.188784573037018E-4	0.005350220295560919	0	0	12.521464646464647	97.39107248944859	CDK6;PIK3CD;TGFBR2;VEGFA
MicroRNA regulation of DNA damage response	4/70	4.188784573037018E-4	0.005350220295560919	0	0	12.521464646464647	97.39107248944859	CDKN1A;CDK6;CYCS;GADD45G
Cell cycle	9/453	4.4620933399411734E-4	0.005572658793437643	0	0	4.333828333828333	33.43428233980423	PSMD6;CDKN1A;CDK6;TUBA1A;TUBB;GINS4;CENPM;PSMB8;GADD45G
Chronic myeloid leukemia	4/73	4.915838573587474E-4	0.005888369107759378	0	0	11.97524154589372	91.22592932976644	CDKN1A;CDK6;PIK3CD;TGFBR2
NF-kappaB activation by non-typeable Hemophilus influenzae	3/31	4.924436798304106E-4	0.005888369107759378	0	0	21.949926362297496	167.17350275311443	CXCL8;MYD88;TGFBR2
Apoptosis regulation	4/78	6.320694999065338E-4	0.007400480394739	0	0	11.163288288288289	82.23448822300136	CDKN1A;PSMD6;IFNG;PSMB8
Activation of pro-caspase 8	2/9	8.70867194754317E-4	0.009988313539835227	0	0	57.99708454810496	408.64867956136595	TNFSF10;RIPK1
Signal transduction through IL-1R	3/38	9.010656627178086E-4	0.01012797804894817	0	0	17.55375552282769	123.08574753825549	JUN;TOLLIP;MYD88
Fc epsilon receptor I signaling in mast cells	3/41	0.0011263274602029934	0.01241168691439377	0	0	16.16549104720564	109.74417204757295	JUN;PPP3CC;SYK
Bladder cancer	3/42	0.001208590604538961	0.013062075379824926	0	0	15.750198255352895	105.81456304852415	CDKN1A;CXCL8;VEGFA
Regulated proteolysis of p75 neurotrophin receptor	2/11	0.0013218400851343036	0.013756928293434788	0	0	45.10430839002267	298.984305122014	APH1B;PSEN1
Notch receptor processing	2/11	0.0013218400851343036	0.013756928293434788	0	0	45.10430839002267	298.984305122014	APH1B;PSEN1
Gastrin pathway	3/44	0.0013842585226956834	0.014144605268272256	0	0	14.980387226552677	98.60975682160374	JUN;CXCL8;VEGFA
TSH regulation of gene expression	4/97	0.0014281711993084983	0.014319227967101101	0	0	8.87410394265233	58.137454351425724	JUN;DUSP2;CXCL8;VEGFA
RhoA signaling pathway	3/45	0.001477785092690149	0.014319227967101101	0	0	14.622974963181148	95.30101139877681	JUN;EZR;CIT
Interleukin-3 signaling pathway	3/45	0.001477785092690149	0.014319227967101101	0	0	14.622974963181148	95.30101139877681	JUN;CXCL8;SYK
Alzheimer's disease	5/169	0.0016014078011542957	0.015254087868622273	0	0	6.333761232349166	40.7696113501611	PPP3CC;CYCS;ITPR3;PSEN1;APOE
Presenilin action in Notch and Wnt signaling	3/48	0.0017818416942912629	0.01668991720319483	0	0	13.646048109965635	86.3809554416349	JUN;APH1B;PSEN1
Death receptor signaling	2/13	0.0018624280503563755	0.017158763349184966	0	0	36.89981447124304	231.94759321375395	TNFSF10;RIPK1
Malaria	3/51	0.0021222963043568428	0.019237589081428155	0	0	12.791237113402062	78.73334684431502	CXCL8;IFNG;MYD88
Signaling by NOTCH2	2/14	0.0021657651600423137	0.019238891850703696	0	0	33.82312925170068	207.5042741698455	APH1B;PSEN1
Signaling by interleukins	4/109	0.0021909058335320935	0.019238891850703696	0	0	7.85515873015873	48.10059473035339	SYK;TOLLIP;PIK3CD;MYD88
Leptin influence on immune response	4/110	0.0022649667634800736	0.019583251093473867	0	0	7.78066037735849	47.385740437229956	IFNG;CCL4;TNFSF10;VEGFA
TGF-beta signaling pathway	5/185	0.002376867379535421	0.02023938586816525	0	0	5.766081871345029	34.83850455542234	TGFBR3;JUN;IFNG;RUNX3;TGFBR2
S phase	4/112	0.0024182354828481615	0.02028430360239801	0	0	7.635802469135802	46.0035500446402	PSMD6;CDKN1A;GINS4;PSMB8
Adhesion and diapedesis of granulocytes	2/15	0.0024908343052083164	0.020367163594192005	0	0	31.21978021978022	187.16687708215863	CXCL8;IFNG
Binding of chemokines to chemokine receptors	3/54	0.0025005948185040003	0.020367163594192005	0	0	12.036992116434202	72.11634792982616	CXCL8;CCL4;CCL3
Chemokine signaling pathway	5/189	0.00260717884810453	0.0209319216090678	0	0	5.639588100686499	33.55265351508133	CXCL8;CCL4L2;CCL4;CCL3;PIK3CD
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	6/280	0.002835497298369503	0.021844208567143666	0	0	4.571983227209194	26.817141095320718	SYK;IFNG;TOLLIP;PIK3CD;MYD88;PSMB8
Cell death signaling by NRIF in the nucleus	2/16	0.0028374149918175937	0.021844208567143666	0	0	28.988338192419825	170.01259891772904	APH1B;PSEN1
Hypoxia-inducible factor in the cardivascular system	2/16	0.0028374149918175937	0.021844208567143666	0	0	28.988338192419825	170.01259891772904	JUN;VEGFA
HIV-1 Nef as negative effector of Fas and TNF	3/58	0.0030661973063982524	0.023286525489132674	0	0	11.159325210871602	64.58255414819172	CYCS;RIPK1;PSEN1
Inflammasomes	2/17	0.00320528834894988	0.02349336573274668	0	0	27.05442176870748	155.3722787250682	PYCARD;AIM2
NO2-dependent IL-12 pathway in NK cells	2/17	0.00320528834894988	0.02349336573274668	0	0	27.05442176870748	155.3722787250682	IFNG;IL12RB2
Caspase cascade in apoptosis	3/59	0.0032188419242375347	0.02349336573274668	0	0	10.959499263622975	62.89364704662167	TNFSF10;CYCS;RIPK1
Pertussis toxin-insensitive CCR5 signaling in macrophage	2/18	0.0035942371173740815	0.025569129872964984	0	0	25.362244897959183	142.74945562505079	JUN;CCL4
CBL signaling regulation	2/18	0.0035942371173740815	0.025569129872964984	0	0	25.362244897959183	142.74945562505079	SYK;PIK3CD
DNA replication	5/207	0.0038478829267317395	0.02688960856701139	0	0	5.132360604481501	28.53711654666025	PSMD6;CDKN1A;GINS4;CENPM;PSMB8
Proteasome degradation	3/63	0.0038757213407073967	0.02688960856701139	0	0	10.22680412371134	56.78968343517464	PSMD6;IFNG;PSMB8
Calcineurin in effects in keratinocyte differentiation	2/19	0.004004045638803338	0.02688960856701139	0	0	23.869147659063625	131.7684366549516	CDKN1A;PPP3CC
TP53 network	2/19	0.004004045638803338	0.02688960856701139	0	0	23.869147659063625	131.7684366549516	CDKN1A;TNFSF10
PDGFB signaling pathway	4/129	0.004019087401475012	0.02688960856701139	0	0	6.591666666666667	36.36425024662468	JUN;ARPC3;PPP2R2B;PIK3CD
Antigen-activated B-cell receptor generation of second messengers	5/211	0.0041726382458310484	0.0274218636971555	0	0	5.031681144609095	27.56962139385184	JUN;PPP3CC;SYK;PIK3CD;ITPR3
Glioma	3/65	0.00423252222637027	0.0274218636971555	0	0	9.895909544396408	54.0807220421003	CDKN1A;CDK6;PIK3CD
Parkinson's disease	4/131	0.004245021604363929	0.0274218636971555	0	0	6.487204724409449	35.433166501749184	VDAC2;CYCS;PPID;UBE2J1
Hypertrophy pathway	2/20	0.004434499847536051	0.028002122632755734	0	0	22.541950113378686	122.13995997533476	IFNG;VEGFA
ID regulation of gene expression	2/20	0.004434499847536051	0.028002122632755734	0	0	22.541950113378686	122.13995997533476	CDKN1A;CXCL8
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	4/135	0.00472233374393165	0.02903095427090104	0	0	6.287849872773537	33.674279209969015	CD83;CXCL8;CCL4;TNFSF10
Mitotic G1-G1/S phases	4/135	0.00472233374393165	0.02903095427090104	0	0	6.287849872773537	33.674279209969015	PSMD6;CDKN1A;CDK6;PSMB8
AMPK signaling	3/68	0.004804054710309247	0.02903095427090104	0	0	9.437747819191118	50.38148186551567	CDKN1A;PIK3CD;PIK3C3
Epithelial cell signaling in Helicobacter pylori infection	3/68	0.004804054710309247	0.02903095427090104	0	0	9.437747819191118	50.38148186551567	JUN;CXCL8;ATP6V1E2
Signaling by NGF	5/221	0.005069649091579143	0.0300183538588309	0	0	4.796296296296297	25.345949485342324	CDKN1A;APH1B;ITPR3;PSEN1;MYD88
AP-1 transcription factor network	3/70	0.00520972357949959	0.0300183538588309	0	0	9.155100784736113	48.13045658628783	JUN;CXCL8;IFNG
Renal cell carcinoma	3/70	0.00520972357949959	0.0300183538588309	0	0	9.155100784736113	48.13045658628783	JUN;PIK3CD;VEGFA
T cell receptor signaling pathway	4/139	0.005234517220934926	0.0300183538588309	0	0	6.1003086419753085	32.04175316395329	JUN;PPP3CC;IFNG;PIK3CD
p53 signaling pathway	4/139	0.005234517220934926	0.0300183538588309	0	0	6.1003086419753085	32.04175316395329	PYCARD;JUN;CDKN1A;HSPA1B
Melanoma	3/71	0.005420056428053611	0.030460717125661296	0	0	9.020012128562765	47.06325773617709	CDKN1A;CDK6;PIK3CD
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	3/71	0.005420056428053611	0.030460717125661296	0	0	9.020012128562765	47.06325773617709	VDAC2;ITPR3;HSPA1B
Cyclin A-Cdk2-associated events at S phase entry	3/72	0.00563543249072426	0.031050128037127787	0	0	8.888839085611833	46.03246549484361	CDKN1A;PSMD6;PSMB8
Leishmaniasis	3/72	0.00563543249072426	0.031050128037127787	0	0	8.888839085611833	46.03246549484361	JUN;IFNG;MYD88
Cyclins and cell cycle regulation	2/23	0.005847619592062275	0.03159963664172114	0	0	19.318756073858115	99.33164622370634	CDKN1A;CDK6
Th1/Th2 differentiation pathway	2/23	0.005847619592062275	0.03159963664172114	0	0	19.318756073858115	99.33164622370634	IFNG;IL12RB2
RANKL regulation of apoptosis and immune response	3/74	0.006081441880416014	0.03201706117205432	0	0	8.637578045593147	44.073358237157414	PYCARD;JUN;CCL3
Gastric acid secretion	3/74	0.006081441880416014	0.03201706117205432	0	0	8.637578045593147	44.073358237157414	ITPR3;EZR;KCNJ2
Wnt signaling pathway	5/231	0.006095774991832406	0.03201706117205432	0	0	4.581741965533302	23.36761422591037	JUN;PPP3CC;PPP2R2B;KREMEN1;PSEN1
Endogenous Toll-like receptor signaling	2/24	0.006358547360763446	0.032784436850908774	0	0	18.43970315398887	93.26719485343038	TIRAP;MYD88
NF-kappaB signaling pathway	2/24	0.006358547360763446	0.032784436850908774	0	0	18.43970315398887	93.26719485343038	RIPK1;MYD88
VEGF signaling pathway	3/76	0.006547998483950072	0.03345431952709037	0	0	8.400084733794662	42.240631240424875	PPP3CC;PIK3CD;VEGFA
Mitochondrial pathway of apoptosis: caspases	3/77	0.006789055423568396	0.0343734157481571	0	0	8.286152131512956	41.36814601724816	CYCS;PTMA;HSPA1B
Phosphatidylinositol signaling system	3/78	0.007035335639566523	0.035302309191396306	0	0	8.175257731958762	40.523198294001766	PIK3CD;PIK3C3;ITPR3
EGFR1 pathway	4/152	0.007153152867423122	0.03557585762382119	0	0	5.5608108108108105	27.47152901723233	CDKN1A;TUBB;CYCS;VEGFA
p73 transcription factor network	3/79	0.007286866254448595	0.03592297223684307	0	0	8.067281606077048	39.704592204651284	CDKN1A;TUBA1A;CDK6
Fibroblast growth factor 1	2/26	0.0074389947886241	0.03626047312810347	0	0	16.901360544217688	82.83389842043363	CDKN1A;VEGFA
Phagosome	4/154	0.007484368118967975	0.03626047312810347	0	0	5.486111111111111	26.854177504242614	TUBA1A;TUBB;PIK3C3;ATP6V1E2
CTCF pathway	2/27	0.008008106510589556	0.03780957926115636	0	0	16.224489795918366	78.32049478663112	TGFBR3;TGFBR2
TNF/stress-related signaling	2/27	0.008008106510589556	0.03780957926115636	0	0	16.224489795918366	78.32049478663112	JUN;RIPK1
TWEAK regulation of gene expression	2/27	0.008008106510589556	0.03780957926115636	0	0	16.224489795918366	78.32049478663112	CXCL8;CCL3
SMAD2/3 nuclear pathway	3/82	0.008073219771065416	0.03780957926115636	0	0	7.759754665274697	37.395832154879464	CDKN1A;JUN;RUNX3
Cell cycle: G1/S checkpoint	2/28	0.00859620747114401	0.039727729808811306	0	0	15.599686028257457	74.19887958363982	CDKN1A;CDK6
Small cell lung cancer	3/84	0.008624169104403879	0.039727729808811306	0	0	7.567392134402444	35.9692273171892	CDK6;PIK3CD;CYCS
C-Myb transcription factor network	3/85	0.008907727513708056	0.040372119860515546	0	0	7.474729695750566	35.28697392743489	CDKN1A;CDK6;PPID
NOD signaling pathway	3/85	0.008907727513708056	0.040372119860515546	0	0	7.474729695750566	35.28697392743489	PYCARD;CXCL8;AIM2
T cell receptor calcium pathway	2/29	0.009203097475114358	0.04104873635725611	0	0	15.02116402116402	70.4224490277819	JUN;IFNG
Influence of Ras and Rho proteins on G1 to S transition	2/29	0.009203097475114358	0.04104873635725611	0	0	15.02116402116402	70.4224490277819	CDKN1A;CDK6
Androgen receptor signaling, proteolysis, and transcription regulation	3/88	0.009790996030666814	0.041845914660902296	0	0	7.209824135839903	33.35475235562723	CDKN1A;JUN;RHOB
DNA replication pre-Initiation	3/88	0.009790996030666814	0.041845914660902296	0	0	7.209824135839903	33.35475235562723	CDKN1A;PSMD6;PSMB8
Apoptosis intrinsic pathway	2/30	0.009828577820710147	0.041845914660902296	0	0	14.48396501457726	66.95156387938638	PPP3CC;CYCS
Signaling pathway from G-protein families	2/30	0.009828577820710147	0.041845914660902296	0	0	14.48396501457726	66.95156387938638	JUN;PPP3CC
TNFR1 signaling pathway	2/30	0.009828577820710147	0.041845914660902296	0	0	14.48396501457726	66.95156387938638	JUN;RIPK1
p38-alpha and p38-beta regulation	2/30	0.009828577820710147	0.041845914660902296	0	0	14.48396501457726	66.95156387938638	DUSP10;RIPK1
Gap junction pathway	3/90	0.010407203415041762	0.043596426831147984	0	0	7.043370067543548	32.15479504350625	TUBA1A;TUBB;ITPR3
Activated NOTCH1 signaling in the nucleus	2/31	0.010472451285062238	0.043596426831147984	0	0	13.983814215341308	63.75230908786907	APH1B;PSEN1
Alpha-V beta-3 integrin/OPN pathway	2/31	0.010472451285062238	0.043596426831147984	0	0	13.983814215341308	63.75230908786907	JUN;SYK
Signaling by ERBB4	3/93	0.011372926228627412	0.04699694515065152	0	0	6.8075601374570445	30.474176658100003	CDKN1A;APH1B;PSEN1
ERBB signaling pathway	3/94	0.011705944528026261	0.04742716411915158	0	0	6.732411917978928	29.943469004228515	CDKN1A;JUN;PIK3CD
Fc gamma receptor-mediated phagocytosis	3/94	0.011705944528026261	0.04742716411915158	0	0	6.732411917978928	29.943469004228515	SYK;ARPC3;PIK3CD
Syndecan 2 pathway	2/33	0.011814596043916763	0.04742716411915158	0	0	13.08031599736669	58.0559303610333	CXCL8;EZR
Glycoprotein VI-mediated activation cascade	2/33	0.011814596043916763	0.04742716411915158	0	0	13.08031599736669	58.0559303610333	SYK;RHOB
Calcium signaling pathway	4/178	0.012269268310666336	0.048903041068045966	0	0	4.7236590038314175	20.787206152080348	PPP3CC;VDAC2;ITPR3;PPID
Induction of apoptosis through DR3 and DR4/5 death receptors	2/34	0.012512480224535567	0.04917492228104187	0	0	12.670918367346939	55.51165721021778	TNFSF10;RIPK1
Interleukin-7 interactions in immune response	2/34	0.012512480224535567	0.04917492228104187	0	0	12.670918367346939	55.51165721021778	JUN;CXCL8
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	3/97	0.012738546663725812	0.04971571684037435	0	0	6.516560649265189	28.432553772777887	JUN;PPP2R2B;VDAC2
Downstream signaling events Of B cell receptor (BCR)	3/98	0.013093976605208531	0.050572289789139926	0	0	6.447639717851329	27.954405817650994	PSMD6;CDKN1A;PSMB8
Autophagy regulation	2/35	0.013227983272248344	0.050572289789139926	0	0	12.286332714904143	53.14355844722063	IFNG;PIK3C3
Cytokines and inflammatory response	2/35	0.013227983272248344	0.050572289789139926	0	0	12.286332714904143	53.14355844722063	CXCL8;IFNG
Huntington's disease	4/184	0.013712096575505666	0.05206890726644719	0	0	4.564814814814815	19.5806675823033	POLR2B;VDAC2;CYCS;PPID
TNF-alpha signaling pathway	3/101	0.014194132732163073	0.053537601311917093	0	0	6.249316221333895	26.590381744700988	JUN;OTUD7B;RIPK1
ALK in cardiac myocytes	2/37	0.014711087587821891	0.05475252466460863	0	0	11.583090379008746	48.87083992538764	TGFBR3;TGFBR2
FRA pathway	2/37	0.014711087587821891	0.05475252466460863	0	0	11.583090379008746	48.87083992538764	JUN;CXCL8
Cyclin D-associated events in G1	2/38	0.015478313223536513	0.05722902652386526	0	0	11.260770975056689	46.9384448645158	CDKN1A;CDK6
Amoebiasis	3/105	0.01574044098751093	0.05781782898680485	0	0	6.003032140691328	24.921720115184357	CXCL8;IFNG;PIK3CD
ERBB1 downstream pathway	3/106	0.016141267057155385	0.05858636163378494	0	0	5.944450005004504	24.52903651782376	JUN;ARPC3;PIK3CD
FAS pathway and stress induction of heat shock protein regulation	2/39	0.016262406432153827	0.05858636163378494	0	0	10.955874241588527	45.126141525786544	JUN;CYCS
G13 signaling pathway	2/39	0.016262406432153827	0.05858636163378494	0	0	10.955874241588527	45.126141525786544	PIK3CD;CIT
Nuclear signaling by ErbB4	2/40	0.017063182912830144	0.06107967386630918	0	0	10.66702470461869	43.42366746060685	APH1B;PSEN1
Jak-STAT signaling pathway	4/199	0.017778331562796207	0.06320011558766894	0	0	4.210470085470085	16.967246630417783	CXCL8;IFNG;PIK3CD;IL12RB2
Graft-versus-host disease	2/41	0.017880459748112743	0.06320011558766894	0	0	10.392987964416536	41.82186992516352	IFNG;KIR2DL3
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	2/42	0.01871405540009226	0.06492159959785093	0	0	10.13265306122449	40.31256172341721	PIK3CD;VEGFA
TWEAK signaling pathway	2/42	0.01871405540009226	0.06492159959785093	0	0	10.13265306122449	40.31256172341721	JUN;RIPK1
Netrin-1 signaling	2/42	0.01871405540009226	0.06492159959785093	0	0	10.13265306122449	40.31256172341721	ABLIM1;EZR
mTOR signaling pathway	3/113	0.019107476063515608	0.06587976409629308	0	0	5.564198687910028	22.021293400586593	CYCS;PIK3CD;VEGFA
Beta-3 integrin cell surface interactions	2/43	0.01956378970919087	0.06673850466823045	0	0	9.885017421602788	38.888398778373954	TGFBR2;VEGFA
Platelet activation, signaling and aggregation	4/205	0.019594044964871927	0.06673850466823045	0	0	4.083540630182421	16.05864434886333	SYK;ITPR3;RHOB;VEGFA
ERBB2/ERBB3 signaling events	2/44	0.020429483861515323	0.06916487909741935	0	0	9.649173955296405	37.54277574025534	JUN;PIK3CD
Cell cycle checkpoints	3/117	0.020928964011676605	0.07043160344049253	0	0	5.367878459034183	20.755552871594677	PSMD6;CDKN1A;PSMB8
Interleukin-3, interleukin-5, and GM-CSF signaling	2/45	0.02131096041448218	0.07129023662463682	0	0	9.424299952539155	36.26973658038426	SYK;PIK3CD
Signaling by NOTCH	3/119	0.021874299104735526	0.07231385939330215	0	0	5.274795591894774	20.16260489683167	JUN;APH1B;PSEN1
Immunoregulatory interactions between a lymphoid and a non-lymphoid cell	3/119	0.021874299104735526	0.07231385939330215	0	0	5.274795591894774	20.16260489683167	ICAM3;KIR2DL3;KIR2DL4
Notch signaling pathway	3/121	0.02284271060386328	0.07507370385597172	0	0	5.18486807618382	19.594255356497303	CDKN1A;APH1B;PSEN1
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	2/47	0.02312055761715071	0.07554507779557383	0	0	9.004535147392291	33.92038210413699	PYCARD;AIM2
Axon guidance	5/325	0.02364809472725437	0.07682213431628297	0	0	3.2203947368421053	12.058680267125926	ABLIM1;RGS3;PPP3CC;EZR;RHOB
