Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Malaria	3/51	0.0021222963043568428	0.01534583481611871	0	0	12.791237113402062	78.73334684431502	CXCL8;IFNG;THBS1
Platelet amyloid precursor protein pathway	2/14	0.0021657651600423137	0.015461918357770442	0	0	33.82312925170068	207.5042741698455	PLAU;SERPINE1
Androgen receptor regulation of biosynthesis and transcription	3/53	0.0023702048008991446	0.01670994384633897	0	0	12.278350515463918	74.219914290735	EGR1;JUN;MAPK14
Adhesion and diapedesis of granulocytes	2/15	0.0024908343052083164	0.016991993706460918	0	0	31.21978021978022	187.16687708215863	CXCL8;IFNG
Erythrocyte differentiation pathway	2/15	0.0024908343052083164	0.016991993706460918	0	0	31.21978021978022	187.16687708215863	FLT3;CCL3
Binding of chemokines to chemokine receptors	3/54	0.0025005948185040003	0.016991993706460918	0	0	12.036992116434202	72.11634792982616	CX3CR1;CXCL8;CCL3
Fas signaling pathway	4/115	0.002661302293846886	0.01783817567993606	0	0	7.428303303303303	44.04196229800182	CXCL8;MAPK14;PRKCZ;BIRC3
Insulin signaling pathway	6/277	0.0026883775404158952	0.01783817567993606	0	0	4.6233021904687135	27.364481506624642	EGR1;JUN;SLC2A1;RHOC;MAPK14;PRKCZ
Thromboxane A2 receptor signaling	3/56	0.0027744926921681934	0.0181955102137542	0	0	11.581598910717759	68.1842009003188	MAPK14;PRKCZ;TGM2
Selenium metabolism and selenoproteins	2/16	0.0028374149918175937	0.01839427649867957	0	0	28.988338192419825	170.01259891772904	SELENBP1;JUN
Keratinocyte differentiation	3/57	0.002918095947541711	0.01850830113552902	0	0	11.36655211912944	66.3445636168701	JUN;MAPK14;BIRC3
Prolactin regulation of apoptosis	4/118	0.0029206361720958912	0.01850830113552902	0	0	7.231725146198831	42.204013986909175	LDHB;EGR1;GBP1;BACH2
Selenium pathway	3/60	0.003376073956019611	0.021156730124389563	0	0	10.766684753119913	61.27365293527066	IFNG;SERPINE1;LDLR
p75 neurotrophin receptor-mediated signaling	4/124	0.0034901927235166455	0.021631524132564705	0	0	6.868055555555555	38.85807320211981	FURIN;RHOC;PRKCZ;BIRC3
FGF signaling pathway	3/61	0.003537936569638058	0.02168908940517244	0	0	10.580519018841095	59.718688304120505	JUN;PLAU;MAPK14
Pertussis toxin-insensitive CCR5 signaling in macrophage	2/18	0.0035942371173740815	0.021797308969881527	0	0	25.362244897959183	142.74945562505079	JUN;MAPK14
Shigellosis	3/62	0.0037044719565665243	0.022226831739399145	0	0	10.400663987419186	58.22514848728369	CXCL8;WASF1;MAPK14
TP53 network	2/19	0.004004045638803338	0.02352376812796961	0	0	23.869147659063625	131.7684366549516	CDKN1A;CDKN2A
Tob role in T-cell activation	2/19	0.004004045638803338	0.02352376812796961	0	0	23.869147659063625	131.7684366549516	TGFBR3;IFNG
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	3/64	0.004051724989556021	0.02355848344442882	0	0	10.058644583403751	55.40917594097984	EGR1;MAPK14;PRKCZ
Interleukin-12-mediated signaling events	3/65	0.00423252222637027	0.024112550865382144	0	0	9.895909544396408	54.0807220421003	IFNG;CCL3;MAPK14
LPA receptor mediated events	3/65	0.00423252222637027	0.024112550865382144	0	0	9.895909544396408	54.0807220421003	JUN;CXCL8;HBEGF
Beta-1 integrin cell surface interactions	3/66	0.004418151436739624	0.02452017562755228	0	0	9.738340697103583	52.80161336369526	PLAU;THBS1;TGM2
Estrogen receptor signaling pathway	2/20	0.004434499847536051	0.02452017562755228	0	0	22.541950113378686	122.13995997533476	JUN;MAPK14
Hypertrophy pathway	2/20	0.004434499847536051	0.02452017562755228	0	0	22.541950113378686	122.13995997533476	IFNG;HBEGF
G1 to S cell cycle control	3/67	0.004608650082634319	0.025235715015589865	0	0	9.58569587628866	51.56932115539997	CDKN1A;CDKN2B;CDKN2A
Mitotic G1-G1/S phases	4/135	0.00472233374393165	0.025609579149783183	0	0	6.287849872773537	33.674279209969015	CDKN1A;CDKN2B;CDKN2A;MYBL2
CD8/T cell receptor downstream pathway	3/68	0.004804054710309247	0.025804636729661094	0	0	9.437747819191118	50.38148186551567	EGR1;JUN;IFNG
Oxidative stress-induced gene expression via Nrf2	2/21	0.00488538725831669	0.025975314972417084	0	0	21.354457572502685	113.63788950907963	JUN;MAPK14
MAPK signaling pathway	6/314	0.004955742792688869	0.025975314972417084	0	0	4.06023763470572	21.54852652865833	JUN;DUSP2;FLNB;MAPK14;PRKCZ;HSPA1B
Natural killer cell-mediated cytotoxicity	4/137	0.004973996484079867	0.025975314972417084	0	0	6.192669172932331	32.84301689755327	IFNG;KIR2DL1;KIR2DL3;KIR2DL4
Developmental biology	7/420	0.005144498064819063	0.026352688150191695	0	0	3.5514853289593584	18.715714954068368	ABLIM1;SIAH2;SIAH1;FURIN;ANGPTL4;RHOC;MAPK14
CDC42 signaling events	3/70	0.00520972357949959	0.026352688150191695	0	0	9.155100784736113	48.13045658628783	JUN;MAPK14;PRKCZ
Nucleotide metabolism	3/70	0.00520972357949959	0.026352688150191695	0	0	9.155100784736113	48.13045658628783	NT5E;PNP;DCK
T cell receptor signaling pathway	4/139	0.005234517220934926	0.026352688150191695	0	0	6.1003086419753085	32.04175316395329	JUN;IFNG;ARAP2;MAPK14
Innate immune system	6/319	0.005345434471760531	0.026352688150191695	0	0	3.994357963428727	20.896533424085295	JUN;AIM2;UBE2L6;TLR5;MAPK14;BIRC3
Rac1 cell motility signaling pathway	3/71	0.005420056428053611	0.026352688150191695	0	0	9.020012128562765	47.06325773617709	JUN;WASF1;MAPK14
Interleukin-6 signaling pathway	3/71	0.005420056428053611	0.026352688150191695	0	0	9.020012128562765	47.06325773617709	JUN;MAPK14;JAK3
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	3/71	0.005420056428053611	0.026352688150191695	0	0	9.020012128562765	47.06325773617709	DAPK2;PRKCZ;HSPA1B
Hypoxia and p53 in the cardiovascular system	2/23	0.005847619592062275	0.028188525213018144	0	0	19.318756073858115	99.33164622370634	CDKN1A;IGFBP3
RANKL regulation of apoptosis and immune response	3/74	0.006081441880416014	0.02906723068266637	0	0	8.637578045593147	44.073358237157414	EGR1;JUN;CCL3
Tumor suppressor Arf inhibits ribosomal biogenesis	2/24	0.006358547360763446	0.0298851725955882	0	0	18.43970315398887	93.26719485343038	CDKN2A;POLR1D
Nicotinate and nicotinamide metabolism	2/24	0.006358547360763446	0.0298851725955882	0	0	18.43970315398887	93.26719485343038	NT5E;PNP
IGF1 receptor signaling through beta-arrestin	2/25	0.006889074002829973	0.03211105568261243	0	0	17.637089618456077	87.79423275712823	PPP2R2B;MAPK14
Apoptosis regulation	3/78	0.007035335639566523	0.03252401066160262	0	0	8.175257731958762	40.523198294001766	CDKN1A;IFNG;DAPK2
Signaling events mediated by hepatocyte growth factor receptor (c-Met)	3/79	0.007286866254448595	0.03314348844765329	0	0	8.067281606077048	39.704592204651284	EGR1;JUN;PRKCZ
p73 transcription factor network	3/79	0.007286866254448595	0.03314348844765329	0	0	8.067281606077048	39.704592204651284	CDKN1A;SERPINE1;MAPK14
Physiological and pathological hypertrophy  of the heart	2/26	0.0074389947886241	0.03323931175549067	0	0	16.901360544217688	82.83389842043363	JUN;MAPK14
Selective expression of chemokine receptors during T-cell polarization	2/26	0.0074389947886241	0.03323931175549067	0	0	16.901360544217688	82.83389842043363	IFNG;CCL3
Apoptosis modulation and signaling	3/80	0.007543673589898592	0.03323931175549067	0	0	7.96211005489356	38.91119811203056	JUN;CDKN2A;BIRC3
Nuclear beta-catenin signaling and target gene transcription regulation	3/80	0.007543673589898592	0.03323931175549067	0	0	7.96211005489356	38.91119811203056	JUN;CXCL8;CDKN2A
Integrin signaling pathway	4/155	0.007653705691676589	0.033462713256632526	0	0	5.449503311258278	26.553060978024	JUN;CDKN2A;RHOC;MAPK14
CTCF pathway	2/27	0.008008106510589556	0.0344776494043703	0	0	16.224489795918366	78.32049478663112	TGFBR3;CDKN2A
TNF/stress-related signaling	2/27	0.008008106510589556	0.0344776494043703	0	0	16.224489795918366	78.32049478663112	JUN;MAPK14
Toll receptor cascades	4/159	0.00835627404208797	0.035704079998012235	0	0	5.307795698924731	25.396436404946193	JUN;UBE2L6;TLR5;MAPK14
Differentiation pathway in PC12 cells	3/84	0.008624169104403879	0.03657166447281043	0	0	7.567392134402444	35.9692273171892	EGR1;JUN;MAPK14
C-Myb transcription factor network	3/85	0.008907727513708056	0.03721450605726921	0	0	7.474729695750566	35.28697392743489	CDKN1A;CDKN2A;BIRC3
TGF-beta regulation of skeletal system development	3/85	0.008907727513708056	0.03721450605726921	0	0	7.474729695750566	35.28697392743489	CDKN2B;IFNG;THBS1
Hemostasis pathway	7/468	0.009095842288746683	0.037612659246119555	0	0	3.173862337601754	14.91695576677091	SERPINB2;PLAU;SIRPG;SERPINE1;MAPK14;PRKCZ;THBS1
Statin pathway	2/29	0.009203097475114358	0.037612659246119555	0	0	15.02116402116402	70.4224490277819	APOE;LDLR
T cell receptor calcium pathway	2/29	0.009203097475114358	0.037612659246119555	0	0	15.02116402116402	70.4224490277819	JUN;IFNG
Purine metabolism	4/164	0.009292325071729024	0.03770411036298683	0	0	5.140625	24.0507558145541	NT5E;PNP;POLR1D;DCK
Hematopoietic cell lineage	3/88	0.009790996030666814	0.03849526313111474	0	0	7.209824135839903	33.35475235562723	MME;FLT3;FCGR1A
TNFR1 signaling pathway	2/30	0.009828577820710147	0.03849526313111474	0	0	14.48396501457726	66.95156387938638	JUN;BIRC3
Tumor necrosis factor (TNF) pathway	2/30	0.009828577820710147	0.03849526313111474	0	0	14.48396501457726	66.95156387938638	JUN;BIRC3
Inflammatory response pathway	2/30	0.009828577820710147	0.03849526313111474	0	0	14.48396501457726	66.95156387938638	IFNG;THBS1
Nuclear events mediated by MAP kinases	2/30	0.009828577820710147	0.03849526313111474	0	0	14.48396501457726	66.95156387938638	JUN;MAPK14
Alpha-V beta-3 integrin/OPN pathway	2/31	0.010472451285062238	0.04045522277243221	0	0	13.983814215341308	63.75230908786907	JUN;PLAU
NF-kappaB activation by non-typeable Hemophilus influenzae	2/31	0.010472451285062238	0.04045522277243221	0	0	13.983814215341308	63.75230908786907	CXCL8;MAPK14
ERBB signaling pathway	3/94	0.011705944528026261	0.04491260349528443	0	0	6.732411917978928	29.943469004228515	CDKN1A;JUN;HBEGF
HIF-2-alpha transcription factor network	2/34	0.012512480224535567	0.047362676823074226	0	0	12.670918367346939	55.51165721021778	SERPINE1;SLC2A1
MAPK/TRK pathway	2/34	0.012512480224535567	0.047362676823074226	0	0	12.670918367346939	55.51165721021778	EGR1;MAPK14
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	3/97	0.012738546663725812	0.04789693545560905	0	0	6.516560649265189	28.432553772777887	JUN;PPP2R2B;PRKCZ
Autophagy regulation	2/35	0.013227983272248344	0.04876197755260173	0	0	12.286332714904143	53.14355844722063	IFNG;GABARAP
Cytokines and inflammatory response	2/35	0.013227983272248344	0.04876197755260173	0	0	12.286332714904143	53.14355844722063	CXCL8;IFNG
Interleukin-2/PI3K pathway	2/35	0.013227983272248344	0.04876197755260173	0	0	12.286332714904143	53.14355844722063	PRKCZ;JAK3
TNF-alpha signaling pathway	3/101	0.014194132732163073	0.0516483281350966	0	0	6.249316221333895	26.590381744700988	JUN;PRKCZ;BIRC3
GnRH signaling pathway	3/101	0.014194132732163073	0.0516483281350966	0	0	6.249316221333895	26.590381744700988	JUN;MAPK14;HBEGF
Interleukin-23-mediated signaling events	2/37	0.014711087587821891	0.05318623974058684	0	0	11.583090379008746	48.87083992538764	IFNG;IL24
Signal transduction through IL-1R	2/38	0.015478313223536513	0.05525170036756071	0	0	11.260770975056689	46.9384448645158	JUN;MAPK14
p38 alpha/beta MAPK downstream pathway	2/38	0.015478313223536513	0.05525170036756071	0	0	11.260770975056689	46.9384448645158	JUN;MAPK14
Amoebiasis	3/105	0.01574044098751093	0.05548505448097602	0	0	6.003032140691328	24.921720115184357	CXCL8;SERPINB2;IFNG
Fibroblast growth factor receptor pathway	3/105	0.01574044098751093	0.05548505448097602	0	0	6.003032140691328	24.921720115184357	CDKN2A;MAPK14;PRKCZ
ERBB1 downstream pathway	3/106	0.016141267057155385	0.05654456285860644	0	0	5.944450005004504	24.52903651782376	EGR1;JUN;PRKCZ
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	2/39	0.016262406432153827	0.05661726683786888	0	0	10.955874241588527	45.126141525786544	JUN;MAPK14
G alpha i pathway	3/108	0.016960075344073944	0.05868394168133561	0	0	5.830633284241531	23.77086922419914	MAPK14;PRKCZ;HBEGF
Jak-STAT signaling pathway	4/199	0.017778331562796207	0.06038670238284783	0	0	4.210470085470085	16.967246630417783	CXCL8;IFNG;IL24;JAK3
Alpha-M beta-2 integrin signaling	2/41	0.017880459748112743	0.06038670238284783	0	0	10.392987964416536	41.82186992516352	PLAU;PRKCZ
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	2/41	0.017880459748112743	0.06038670238284783	0	0	10.392987964416536	41.82186992516352	CDKN2B;SERPINE1
FOXM1 transcription factor network	2/41	0.017880459748112743	0.06038670238284783	0	0	10.392987964416536	41.82186992516352	CDKN2A;HSPA1B
TWEAK signaling pathway	2/42	0.01871405540009226	0.062454007370722105	0	0	10.13265306122449	40.31256172341721	JUN;MAPK14
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	2/42	0.01871405540009226	0.062454007370722105	0	0	10.13265306122449	40.31256172341721	PLAU;SERPINE1
Beta-3 integrin cell surface interactions	2/43	0.01956378970919087	0.06462597286659513	0	0	9.885017421602788	38.888398778373954	PLAU;THBS1
