Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Legionellosis	6/57	3.9641622577741776E-7	5.311977425417398E-6	0	0	24.842302878598247	366.19544566121186	PYCARD;CXCL8;CYCS;TLR5;HSPA1B;MYD88
Apoptosis	8/142	5.685352404187425E-7	7.142223957760452E-6	0	0	12.82673588578845	184.4510599294963	JUN;TUBA1A;TNFSF10;CYCS;PIK3CD;ITPR3;RIPK1;GADD45G
C-type lectin receptor signaling pathway	7/104	9.027237183591915E-7	1.06733804347175E-5	0	0	15.366478217492517	213.86832795035446	PYCARD;JUN;PPP3CC;SYK;PIK3CD;ITPR3;CALML4
Hepatitis B	8/162	1.5415490715909673E-6	1.72139646327658E-5	0	0	11.149632975719932	149.21244695039124	JUN;CDKN1A;CXCL8;CYCS;PIK3CD;TIRAP;MYD88;TGFBR2
Pancreatic cancer	6/76	2.2123286458735663E-6	2.2233902891029342E-5	0	0	18.082066869300913	235.45499926159246	CDKN1A;CDK6;PIK3CD;TGFBR2;VEGFA;GADD45G
Pertussis	6/76	2.2123286458735663E-6	2.2233902891029342E-5	0	0	18.082066869300913	235.45499926159246	PYCARD;JUN;CXCL8;CALML4;TIRAP;MYD88
Tuberculosis	8/180	3.386606735120077E-6	3.241466446472074E-5	0	0	9.9737108190091	125.6256908431584	PPP3CC;IFNG;SYK;CYCS;PIK3C3;CALML4;TIRAP;MYD88
Pathways of neurodegeneration	12/475	4.439265290186355E-6	3.9938842161887735E-5	0	0	5.724622030237581	70.5560905775041	PSMD6;PPP3CC;TUBA1A;TUBB;CYCS;VDAC2;PIK3C3;ITPR3;CALML4;PSEN1;PPID;UBE2J1
Colorectal cancer	6/86	4.570116267280686E-6	3.9938842161887735E-5	0	0	15.813829787234043	194.4464068844046	CDKN1A;JUN;PIK3CD;CYCS;TGFBR2;GADD45G
PD-L1 expression and PD-1 checkpoint pathway in cancer	6/89	5.5808579624975836E-6	4.673968543591726E-5	0	0	15.23993847731351	184.34485669010323	JUN;PPP3CC;IFNG;PIK3CD;TIRAP;MYD88
Th1 and Th2 cell differentiation	6/92	6.766054391072682E-6	5.4399077304224354E-5	0	0	14.706086095992083	175.05525540301434	JUN;PPP3CC;IFNG;TBX21;RUNX3;IL12RB2
Rheumatoid arthritis	6/93	7.20364805355496E-6	5.568974072171335E-5	0	0	14.536316947909024	172.1234094825071	JUN;CXCL8;IFNG;CCL3;ATP6V1E2;VEGFA
Prion disease	9/273	9.280964530979574E-6	6.909162484173683E-5	0	0	7.356143856143857	85.23964854832049	PSMD6;PPP3CC;TUBA1A;TUBB;CYCS;VDAC2;PIK3CD;ITPR3;HSPA1B
Human immunodeficiency virus 1 infection	8/212	1.1269193580967542E-5	8.089671106337414E-5	0	0	8.395566922421143	95.65436941683544	JUN;PPP3CC;CYCS;PIK3CD;ITPR3;RIPK1;CALML4;MYD88
Pathways in cancer	12/531	1.3635553765695328E-5	9.349343625790317E-5	0	0	5.092222806095639	57.04730605698834	JUN;CDKN1A;CDK6;CXCL8;IFNG;CYCS;PIK3CD;CALML4;IL12RB2;GADD45G;TGFBR2;VEGFA
Hepatitis C	7/157	1.3954244217597489E-5	9.349343625790317E-5	0	0	9.910394265232975	110.79550087083275	CDKN1A;CDK6;IFNG;PPP2R2B;CYCS;PIK3CD;RIPK1
Cytosolic DNA-sensing pathway	5/63	1.57800160031975E-5	1.023155876336354E-4	0	0	18.005444646098002	199.08199229035117	PYCARD;AIM2;CCL4L2;CCL4;RIPK1
MAPK signaling pathway	9/294	1.6749436856747346E-5	1.0479874101326516E-4	0	0	6.806824754193175	74.85564507884291	JUN;DUSP2;DUSP10;PPP3CC;HSPA1B;MYD88;GADD45G;TGFBR2;VEGFA
Cytokine-cytokine receptor interaction	9/295	1.7205763449939056E-5	1.0479874101326516E-4	0	0	6.782678859601937	74.40779227250663	CXCL8;IFNG;CCL4L2;CCL4;TNFSF10;CCL3;TNFSF9;IL12RB2;TGFBR2
Inflammatory bowel disease	5/65	1.8397859236857697E-5	1.0876381490024697E-4	0	0	17.403508771929825	189.75526378900804	JUN;IFNG;TBX21;TLR5;IL12RB2
p53 signaling pathway	5/73	3.241581400092824E-5	1.8615938897675934E-4	0	0	15.34984520123839	158.66926484185097	CDKN1A;CDK6;CYCS;GTSE1;GADD45G
Parkinson disease	8/249	3.5794923979380166E-5	1.9985499221820591E-4	0	0	7.093270791989897	72.61881004368482	PSMD6;TUBA1A;TUBB;CYCS;VDAC2;ITPR3;CALML4;UBE2J1
Glioma	5/75	3.695516302442839E-5	2.007564261597326E-4	0	0	14.909774436090226	152.16625332614535	CDKN1A;CDK6;PIK3CD;CALML4;GADD45G
Chronic myeloid leukemia	5/76	3.940186062937837E-5	2.084151049080277E-4	0	0	14.699036323202373	149.0731802060015	CDKN1A;CDK6;PIK3CD;TGFBR2;GADD45G
Osteoclast differentiation	6/127	4.2614446142753155E-5	2.1962829935111243E-4	0	0	10.433796377703535	104.99860307951641	JUN;PPP3CC;IFNG;SYK;PIK3CD;TGFBR2
Natural killer cell mediated cytotoxicity	6/131	5.069905525289354E-5	2.5476275264579005E-4	0	0	10.097872340425532	99.8639514351105	PPP3CC;IFNG;SYK;TNFSF10;PIK3CD;KIR2DL3
Yersinia infection	6/137	6.508419032181117E-5	3.190712745044889E-4	0	0	9.632450868929674	92.8551781720776	PYCARD;JUN;CXCL8;ARPC3;PIK3CD;MYD88
Measles	6/139	7.054367266915994E-5	3.376018620595511E-4	0	0	9.48664213725804	90.6854548787715	JUN;CDK6;CYCS;PIK3CD;HSPA1B;MYD88
Spinocerebellar ataxia	6/143	8.255837061284405E-5	3.859123835623641E-4	0	0	9.20779624165243	86.571746231359	PSMD6;CYCS;VDAC2;PIK3CD;PIK3C3;ITPR3
Small cell lung cancer	5/92	9.846889103321559E-5	4.4982379767446215E-4	0	0	11.986085904416212	110.5808703968905	CDKN1A;CDK6;PIK3CD;CYCS;GADD45G
Oxytocin signaling pathway	6/154	1.241779905110336E-4	5.546616909492834E-4	0	0	8.518688901667625	76.61533836407267	JUN;CDKN1A;PPP3CC;ITPR3;CALML4;KCNJ2
AGE-RAGE signaling pathway in diabetic complications	5/100	1.460736125883001E-4	6.193185556888113E-4	0	0	10.97229916897507	96.9007614271628	JUN;CXCL8;PIK3CD;TGFBR2;VEGFA
Viral protein interaction with cytokine and cytokine receptor	5/100	1.460736125883001E-4	6.193185556888113E-4	0	0	10.97229916897507	96.9007614271628	CXCL8;CCL4L2;CCL4;TNFSF10;CCL3
Necroptosis	6/159	1.478969685227012E-4	6.193185556888113E-4	0	0	8.238214434710054	72.65276931575251	PYCARD;IFNG;TNFSF10;VDAC2;RIPK1;PPID
Th17 cell differentiation	5/107	2.0065411729293015E-4	8.230913790995706E-4	0	0	10.215686274509803	86.97561681605222	JUN;PPP3CC;IFNG;TBX21;TGFBR2
Renal cell carcinoma	4/69	3.9645276619424324E-4	0.0015624903138243705	0	0	12.71474358974359	99.59399722103193	CDKN1A;JUN;PIK3CD;VEGFA
Renin secretion	4/69	3.9645276619424324E-4	0.0015624903138243705	0	0	12.71474358974359	99.59399722103193	PPP3CC;ITPR3;CALML4;KCNJ2
Melanoma	4/72	4.6642383261609493E-4	0.00176889038407236	0	0	12.151960784313726	93.21059230650977	CDKN1A;CDK6;PIK3CD;GADD45G
Non-small cell lung cancer	4/72	4.6642383261609493E-4	0.00176889038407236	0	0	12.151960784313726	93.21059230650977	CDKN1A;CDK6;PIK3CD;GADD45G
Amyotrophic lateral sclerosis	8/364	4.8399749494161494E-4	0.0018015462311715667	0	0	4.773815339521251	36.440589175114155	PSMD6;PPP3CC;NXT1;TUBA1A;TUBB;CYCS;PIK3C3;ITPR3
FoxO signaling pathway	5/131	5.111317635071766E-4	0.0018679542629989547	0	0	8.259816207184628	62.60018184811349	CDKN1A;TNFSF10;PIK3CD;GADD45G;TGFBR2
Gastric acid secretion	4/76	5.728566057742373E-4	0.002056146031439673	0	0	11.474537037037036	85.65598609029966	ITPR3;CALML4;EZR;KCNJ2
Estrogen signaling pathway	5/137	6.266594552649808E-4	0.0021904477496760915	0	0	7.881977671451356	58.130431050786996	JUN;PIK3CD;ITPR3;CALML4;HSPA1B
Antigen processing and presentation	4/78	6.320694999065338E-4	0.0021904477496760915	0	0	11.163288288288289	82.23448822300136	IFNG;KIR2DL3;KIR2DL4;HSPA1B
Fluid shear stress and atherosclerosis	5/139	6.692051180227493E-4	0.002279834385128349	0	0	7.763550667714061	56.7470520628467	JUN;IFNG;PIK3CD;CALML4;VEGFA
B cell receptor signaling pathway	4/81	7.288450671205103E-4	0.0024416309748537097	0	0	10.726731601731602	77.49043873935365	JUN;PPP3CC;SYK;PIK3CD
Human T-cell leukemia virus 1 infection	6/219	8.154725702648967E-4	0.002687048961036791	0	0	5.899610428528619	41.95651182241112	JUN;CDKN1A;PPP3CC;VDAC2;PIK3CD;TGFBR2
Breast cancer	5/147	8.613420107155743E-4	0.002753213118941433	0	0	7.3232023721275015	51.67997760297007	JUN;CDKN1A;CDK6;PIK3CD;GADD45G
Huntington disease	7/306	8.711253128661968E-4	0.002753213118941433	0	0	4.93426115726256	34.76544580599162	PSMD6;TUBA1A;POLR2B;TUBB;CYCS;VDAC2;PIK3C3
Herpes simplex virus 1 infection	9/498	8.766449731952822E-4	0.002753213118941433	0	0	3.92590844738084	27.636073165832283	ZNF331;ZNF350;IFNG;SYK;CYCS;ZNF613;PIK3CD;ZNF780A;MYD88
MicroRNAs in cancer	7/310	9.395750282382179E-4	0.0029054550873212582	0	0	4.868128748358707	33.93126085896551	DNMT1;CDKN1A;CDK6;PIK3CD;EZR;EZH2;VEGFA
Bladder cancer	3/41	0.0011263274602029934	0.00343017908334548	0	0	16.16549104720564	109.74417204757295	CDKN1A;CXCL8;VEGFA
Human papillomavirus infection	7/331	0.0013716580397195594	0.004114974119158678	0	0	4.547723350590734	29.97738728469164	CDKN1A;CDK6;PPP2R2B;PIK3CD;PSEN1;ATP6V1E2;VEGFA
Phosphatidylinositol signaling system	4/97	0.0014281711993084983	0.004221506045014826	0	0	8.87410394265233	58.137454351425724	PIK3CD;ITPR3;PIK3C3;CALML4
Hepatocellular carcinoma	5/168	0.001560124857689064	0.004523034072242942	0	0	6.37294155634485	41.18825387806559	CDKN1A;CDK6;PIK3CD;GADD45G;TGFBR2
Proteasome	3/46	0.0015751859953084873	0.004523034072242942	0	0	14.282186526012946	92.16840432528492	PSMD6;IFNG;PSMB8
Tight junction	5/169	0.0016014078011542957	0.004533562930028358	0	0	6.333761232349166	40.7696113501611	JUN;TUBA1A;ARPC3;PPP2R2B;EZR
T cell receptor signaling pathway	4/104	0.0018455372762019304	0.0051521248960637225	0	0	8.25	51.933624907465536	JUN;PPP3CC;IFNG;PIK3CD
Malaria	3/50	0.0020046761378758565	0.0055197247083979065	0	0	13.064049133581927	81.15743654844592	CXCL8;IFNG;MYD88
HIF-1 signaling pathway	4/109	0.0021909058335320935	0.005950973953242579	0	0	7.85515873015873	48.10059473035339	CDKN1A;IFNG;PIK3CD;VEGFA
Toxoplasmosis	4/112	0.0024182354828481615	0.006480871094033073	0	0	7.635802469135802	46.0035500446402	IFNG;CYCS;HSPA1B;MYD88
Chemokine signaling pathway	5/192	0.0027902449363670007	0.007379463581707463	0	0	5.548269068392908	32.632843031688054	CXCL8;CCL4L2;CCL4;CCL3;PIK3CD
Neurotrophin signaling pathway	4/119	0.0030107863925517417	0.007859325518219482	0	0	7.168478260869565	41.61698745750336	JUN;PIK3CD;CALML4;PSEN1
Endometrial cancer	3/58	0.0030661973063982524	0.007901354597257035	0	0	11.159325210871602	64.58255414819172	CDKN1A;PIK3CD;GADD45G
VEGF signaling pathway	3/59	0.0032188419242375347	0.008189711731287904	0	0	10.959499263622975	62.89364704662167	PPP3CC;PIK3CD;VEGFA
Viral carcinogenesis	5/203	0.0035416739735841295	0.008898455858630127	0	0	5.237107921318447	29.55381588753612	JUN;CDKN1A;CDK6;SYK;PIK3CD
Proteoglycans in cancer	5/205	0.00369249823546963	0.009162865991720934	0	0	5.184210526315789	29.039106532137854	CDKN1A;PIK3CD;ITPR3;EZR;VEGFA
Relaxin signaling pathway	4/129	0.004019087401475012	0.00985166545971314	0	0	6.591666666666667	36.36425024662468	JUN;PIK3CD;TGFBR2;VEGFA
Dopaminergic synapse	4/132	0.004361142266115606	0.010561320427581167	0	0	6.436197916666667	34.98087256402495	PPP3CC;PPP2R2B;ITPR3;CALML4
Long-term potentiation	3/67	0.004608650082634319	0.011027841269160692	0	0	9.58569587628866	51.56932115539997	PPP3CC;ITPR3;CALML4
Amphetamine addiction	3/69	0.005004400960297444	0.011833936388468073	0	0	9.294283036551077	49.23588406625014	JUN;PPP3CC;CALML4
Epithelial cell signaling in Helicobacter pylori infection	3/70	0.00520972357949959	0.01217621441255137	0	0	9.155100784736113	48.13045658628783	JUN;CXCL8;ATP6V1E2
Coronavirus disease	5/232	0.006205846332581097	0.014337644975273569	0	0	4.561326223046604	23.181861658065397	JUN;CXCL8;SYK;PIK3CD;MYD88
Gastric cancer	4/149	0.006674748561265701	0.015245732509254612	0	0	5.676724137931035	28.43711668542506	CDKN1A;PIK3CD;GADD45G;TGFBR2
Leishmaniasis	3/77	0.006789055423568396	0.015332585844238737	0	0	8.286152131512956	41.36814601724816	JUN;IFNG;MYD88
Calcium signaling pathway	5/240	0.00713732002223985	0.01579982116870382	0	0	4.404255319148936	21.7676704141288	PPP3CC;VDAC2;ITPR3;CALML4;VEGFA
Phagosome	4/152	0.007153152867423122	0.01579982116870382	0	0	5.5608108108108105	27.47152901723233	TUBA1A;TUBB;PIK3C3;ATP6V1E2
Non-alcoholic fatty liver disease	4/155	0.007653705691676589	0.01672168308724994	0	0	5.449503311258278	26.553060978024	JUN;CXCL8;CYCS;PIK3CD
PI3K-Akt signaling pathway	6/354	0.008730503933941498	0.018851878544729257	0	0	3.586206896551724	17.001963702968546	CDKN1A;CDK6;SYK;PPP2R2B;PIK3CD;VEGFA
ErbB signaling pathway	3/85	0.008907727513708056	0.018851878544729257	0	0	7.474729695750566	35.28697392743489	CDKN1A;JUN;PIK3CD
JAK-STAT signaling pathway	4/162	0.008910091849498904	0.018851878544729257	0	0	5.206223628691983	24.576346870058785	CDKN1A;IFNG;PIK3CD;IL12RB2
Gap junction	3/88	0.009790996030666814	0.02048435831888706	0	0	7.209824135839903	33.35475235562723	TUBA1A;TUBB;ITPR3
cGMP-PKG signaling pathway	4/167	0.009885486352895744	0.02048435831888706	0	0	5.045245398773006	23.292321984827154	PPP3CC;VDAC2;ITPR3;CALML4
GnRH signaling pathway	3/93	0.011372926228627412	0.0233261037954501	0	0	6.8075601374570445	30.474176658100003	JUN;ITPR3;CALML4
IL-17 signaling pathway	3/94	0.011705944528026261	0.023766614647810894	0	0	6.732411917978928	29.943469004228515	JUN;CXCL8;IFNG
Fc gamma R-mediated phagocytosis	3/97	0.012738546663725812	0.025604478794088878	0	0	6.516560649265189	28.432553772777887	SYK;ARPC3;PIK3CD
Choline metabolism in cancer	3/98	0.013093976605208531	0.025797733327163598	0	0	6.447639717851329	27.954405817650994	SLC22A4;JUN;PIK3CD
Inflammatory mediator regulation of TRP channels	3/98	0.013093976605208531	0.025797733327163598	0	0	6.447639717851329	27.954405817650994	PIK3CD;ITPR3;CALML4
Axon guidance	4/182	0.013219733993521644	0.025797733327163598	0	0	4.616573033707865	19.97150068730587	ABLIM1;RGS3;PPP3CC;PIK3CD
Amoebiasis	3/102	0.01457217853152271	0.02789555287879434	0	0	6.185879412683536	26.15786422245009	CXCL8;IFNG;PIK3CD
African trypanosomiasis	2/37	0.014711087587821891	0.02789555287879434	0	0	11.583090379008746	48.87083992538764	IFNG;MYD88
Thyroid cancer	2/37	0.014711087587821891	0.02789555287879434	0	0	11.583090379008746	48.87083992538764	CDKN1A;GADD45G
Neutrophil extracellular trap formation	4/189	0.014993672320653014	0.028165683518236038	0	0	4.440315315315315	18.64988829841458	SYK;HAT1;VDAC2;PIK3CD
Transcriptional misregulation in cancer	4/192	0.015797782643901904	0.029401428809484098	0	0	4.368794326241135	18.12125945871902	CDKN1A;CXCL8;GADD45G;TGFBR2
Glucagon signaling pathway	3/107	0.016547809401324165	0.03051476779510236	0	0	5.886994448850119	24.145516847248526	PPP3CC;ITPR3;CALML4
TNF signaling pathway	3/112	0.01866650187393652	0.0338876138325995	0	0	5.615530123900501	22.35556415568353	JUN;PIK3CD;RIPK1
Graft-versus-host disease	2/42	0.01871405540009226	0.0338876138325995	0	0	10.13265306122449	40.31256172341721	IFNG;KIR2DL3
Cholinergic synapse	3/113	0.019107476063515608	0.034291095435416405	0	0	5.564198687910028	22.021293400586593	PIK3CD;ITPR3;KCNJ2
Cell cycle	3/124	0.02433859831690262	0.04291279176927568	0	0	5.055550822186248	18.784868637002166	CDKN1A;CDK6;GADD45G
Platelet activation	3/124	0.02433859831690262	0.04291279176927568	0	0	5.055550822186248	18.784868637002166	SYK;PIK3CD;ITPR3
Cholesterol metabolism	2/50	0.025948961945953097	0.04535427261857889	0	0	8.44047619047619	30.82144266223132	VDAC2;APOE
Oocyte meiosis	3/129	0.026947047211371842	0.046692728357635695	0	0	4.853706431026018	17.540720135105115	PPP3CC;ITPR3;CALML4
Apelin signaling pathway	3/137	0.03141944414110219	0.053976993780867864	0	0	4.562086474842284	15.786317107275496	PIK3C3;ITPR3;CALML4
Notch signaling pathway	2/59	0.03521255663904897	0.05998071088515969	0	0	7.104547081990691	23.774319154103356	APH1B;PSEN1
Phospholipase D signaling pathway	3/148	0.038164566810591376	0.06446283973889803	0	0	4.21365090650551	13.761142392267729	CXCL8;SYK;PIK3CD
Basal cell carcinoma	2/63	0.03968190291379739	0.06646718738061062	0	0	6.637336901973904	21.417757229084128	CDKN1A;GADD45G
GnRH secretion	2/64	0.040831265524650134	0.06782714355747667	0	0	6.529953917050691	20.88479849248963	PIK3CD;ITPR3
Cushing syndrome	3/155	0.04281109238449092	0.07053302925641537	0	0	4.018176885512751	12.661106772029475	CDKN1A;CDK6;ITPR3
Fc epsilon RI signaling pathway	2/68	0.04555225456523159	0.07443905014318333	0	0	6.132962275819419	18.944077490294053	SYK;PIK3CD
RIG-I-like receptor signaling pathway	2/70	0.04798478677458479	0.07778179146525437	0	0	5.951980792316927	18.075399411278084	CXCL8;RIPK1
Wnt signaling pathway	3/166	0.05065785270183577	0.08145782714455192	0	0	3.7449244197077984	11.169840096133063	JUN;PPP3CC;PSEN1
Inositol phosphate metabolism	2/73	0.05172034528607497	0.08250626509921484	0	0	5.699626329405001	16.881746303056282	PIK3CD;PIK3C3
Protein processing in endoplasmic reticulum	3/171	0.05444035668471645	0.08616150939864572	0	0	3.6325478645066274	10.573073804758774	DNAJB12;HSPA1B;UBE2J1
Bacterial invasion of epithelial cells	2/77	0.05685706083640968	0.08928335334467458	0	0	5.394557823129252	15.467356382357153	ARPC3;PIK3CD
Salivary secretion	2/93	0.07902008216924429	0.12312431407765971	0	0	4.442475891455484	11.27524039277228	ITPR3;CALML4
Focal adhesion	3/201	0.07982587600900273	0.12342308521391962	0	0	3.077475788815995	7.779574331724068	JUN;PIK3CD;VEGFA
TGF-beta signaling pathway	2/94	0.08048343457235077	0.12348984999269087	0	0	4.39396628216504	11.071493966406615	IFNG;TGFBR2
Diabetic cardiomyopathy	3/203	0.0816743571184012	0.12436777106665636	0	0	3.0463917525773194	7.63125762325125	VDAC2;PIK3CD;TGFBR2
Circadian entrainment	2/97	0.08492373600454328	0.12738560400681492	0	0	4.254564983888292	10.49176426482804	ITPR3;CALML4
Prostate cancer	2/97	0.08492373600454328	0.12738560400681492	0	0	4.254564983888292	10.49176426482804	CDKN1A;PIK3CD
Aldosterone synthesis and secretion	2/98	0.08642019084195456	0.12772395852377108	0	0	4.210034013605442	10.308411171595903	ITPR3;CALML4
mRNA surveillance pathway	2/98	0.08642019084195456	0.12772395852377108	0	0	4.210034013605442	10.308411171595903	NXT1;PPP2R2B
Rap1 signaling pathway	3/210	0.08828882757832439	0.12953324338133726	0	0	2.94232780516958	7.141446532679638	PIK3CD;CALML4;VEGFA
Progesterone-mediated oocyte maturation	2/100	0.08943693335129617	0.1302668377073227	0	0	4.123698458975427	9.95552171579456	PIK3CD;KIF22
Longevity regulating pathway	2/102	0.09248468910980343	0.1337368525976294	0	0	4.040816326530612	9.620020610565179	PIK3CD;HSPA1B
cAMP signaling pathway	3/216	0.09413312179071381	0.13514826771381055	0	0	2.858574125163351	6.7549401777521005	JUN;PIK3CD;CALML4
Regulation of actin cytoskeleton	3/218	0.09611612301811645	0.137016600898166	0	0	2.831695037161352	6.632391029569676	ARPC3;PIK3CD;EZR
Parathyroid hormone synthesis, secretion and action	2/106	0.09866964028490886	0.13966618096666675	0	0	3.8846153846153846	8.996683675058378	CDKN1A;ITPR3
Ras signaling pathway	3/232	0.11046591215954493	0.15438589315870743	0	0	2.656687525323009	5.852810917325962	PIK3CD;CALML4;VEGFA
Glutamatergic synapse	2/114	0.11137290800006257	0.15438589315870743	0	0	3.6056851311953353	7.914014366919983	PPP3CC;ITPR3
Leukocyte transendothelial migration	2/114	0.11137290800006257	0.15438589315870743	0	0	3.6056851311953353	7.914014366919983	PIK3CD;EZR
Chemical carcinogenesis	3/239	0.11793453586138719	0.1623195563226444	0	0	2.576970120566137	5.508597272583688	JUN;PIK3CD;VEGFA
Growth hormone synthesis, secretion and action	2/119	0.11951887729229536	0.1623195563226444	0	0	3.4507238792953077	7.330307004338375	PIK3CD;ITPR3
Sphingolipid signaling pathway	2/119	0.11951887729229536	0.1623195563226444	0	0	3.4507238792953077	7.330307004338375	PPP2R2B;PIK3CD
AMPK signaling pathway	2/120	0.12116571332561664	0.16345173408354996	0	0	3.4213075060532687	7.220998411655919	PPP2R2B;PIK3CD
Collecting duct acid secretion	1/27	0.12665664230282664	0.1697199006857877	0	0	7.721056721056721	15.953830010816358	ATP6V1E2
Phototransduction	1/28	0.1310292553948657	0.17441642605541727	0	0	7.434717545828657	15.109834134055738	CALML4
Endocytosis	3/252	0.1322873238446812	0.17493257955776922	0	0	2.4408148056142096	4.937228995568672	ARPC3;HSPA1B;TGFBR2
Pentose phosphate pathway	1/30	0.13970956391884184	0.18354001534436085	0	0	6.921281783350749	13.622394510819323	DERA
Vascular smooth muscle contraction	2/133	0.14305475383730862	0.18671432156687684	0	0	3.07976320299112	5.988685251990531	ITPR3;CALML4
RNA polymerase	1/31	0.14401747150131122	0.1867581404629907	0	0	6.69023569023569	12.964476920040203	POLR2B
Autophagy	2/137	0.14995070808433184	0.19197511035000445	0	0	2.9879062736205593	5.669398730173793	PIK3CD;PIK3C3
Insulin signaling pathway	2/137	0.14995070808433184	0.19197511035000445	0	0	2.9879062736205593	5.669398730173793	PIK3CD;CALML4
Aldosterone-regulated sodium reabsorption	1/37	0.16942006718012562	0.21552806014686865	0	0	5.57351290684624	9.895070145641316	PIK3CD
Adrenergic signaling in cardiomyocytes	2/150	0.17279132809385747	0.21806070152660473	0	0	2.7236624379481524	4.7818540898178	PPP2R2B;CALML4
Allograft rejection	1/38	0.17358065793162564	0.21806070152660473	0	0	5.422604422604422	9.495592558231127	IFNG
mTOR signaling pathway	2/154	0.17993232146379678	0.22463600381505064	0	0	2.651450053705693	4.547699495381422	PIK3CD;ATP6V1E2
Ferroptosis	1/41	0.1859390303366049	0.2307021302324542	0	0	5.015151515151516	8.43717221072756	VDAC2
Type I diabetes mellitus	1/43	0.19407611900781976	0.23932085840841577	0	0	4.775853775853776	7.830035336967146	IFNG
Hippo signaling pathway	2/163	0.1961566278092089	0.24041147676616456	0	0	2.502091519837749	4.0755112984827235	PPP2R2B;TGFBR2
Type II diabetes mellitus	1/46	0.20613100438312365	0.2511050417030779	0	0	4.45679012345679	7.038356248208516	PIK3CD
Carbohydrate digestion and absorption	1/47	0.2101094941683413	0.2544096887219072	0	0	4.359683794466403	6.801658146757973	PIK3CD
Cocaine addiction	1/49	0.21800735103248006	0.2623920811828054	0	0	4.177609427609427	6.363445371866637	JUN
Cysteine and methionine metabolism	1/50	0.22192691156038513	0.26394857528779536	0	0	4.092145949288806	6.1603458876211565	DNMT1
