Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Chemokine signaling pathway	7/189	4.595112008707757E-5	5.892555399401712E-4	0	0	8.154673283705542	81.44832495736938	CXCL8;CCL4L2;CCL3L3;CCL4;XCL2;CCL3;XCL1
Apoptosis modulation and signaling	5/80	5.046817087847377E-5	6.286892143718447E-4	0	0	13.912280701754385	137.65043835300511	JUN;BAG3;IL1R2;TNFSF10;PMAIP1
FSH regulation of apoptosis	8/263	5.2683910033223715E-5	6.380606881801539E-4	0	0	6.699062233589088	65.99380496712891	ZNF331;TUBA1A;GNLY;PMAIP1;APOE;EREG;RHOB;VEGFA
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	4/42	5.69121176311189E-5	6.706400888423741E-4	0	0	21.778508771929825	212.86319430179833	PLAU;SERPINE1;CTSG;ELANE
EGFR1 pathway	6/152	1.155831637802558E-4	0.001326164721268198	0	0	8.636257650830661	78.2921686555817	DUSP4;PLAU;SPP1;EREG;HBEGF;VEGFA
Malaria	4/51	1.2276194853078428E-4	0.001372415629728768	0	0	17.60017730496454	158.4942334974267	CXCL8;VCAM1;IFNG;KLRB1
4-1BB-dependent immune response	3/20	1.2997496316054035E-4	0.0013821727789755022	0	0	36.1728320194057	323.6806038860264	JUN;IFNG;TNFSF9
Hypertrophy pathway	3/20	1.2997496316054035E-4	0.0013821727789755022	0	0	36.1728320194057	323.6806038860264	IFNG;VEGFA;HBEGF
Senescence and autophagy	5/99	1.3931753527179623E-4	0.0014462486994881705	0	0	11.089585666293393	98.46171200623027	JUN;CXCL8;IFNG;SERPINE1;CCL3
MAPK signaling pathway	8/314	1.7974503916922993E-4	0.0018225310948321919	0	0	5.5680591077010515	48.01878116335985	DUSP4;DUSP5;JUN;DUSP2;DUSP10;IL1R2;HSPA1B;GADD45G
Innate immune system	8/319	2.001238120871662E-4	0.001983045047045556	0	0	5.477142457710052	46.64649081611353	DUSP4;JUN;AIM2;DEFA4;DEFA3;TLR8;NLRC4;TLR5
RAGE pathway	4/60	2.3144518216262018E-4	0.0021936978135413563	0	0	14.764880952380953	123.59929166727188	CXCL8;VCAM1;SERPINE1;VEGFA
Selenium pathway	4/60	2.3144518216262018E-4	0.0021936978135413563	0	0	14.764880952380953	123.59929166727188	IFNG;SERPINE1;PTGS2;ALOX15B
FGF signaling pathway	4/61	2.467423464107934E-4	0.002288929000746934	0	0	14.505116959064328	120.49641294473822	JUN;PLAU;SPP1;NCAM1
Alpha-9 beta-1 integrin pathway	3/25	2.5751452149389134E-4	0.0023390902369028466	0	0	27.944704779756325	230.94718074554484	VCAM1;SPP1;VEGFA
Fibroblast growth factor 1	3/26	2.9004938736300437E-4	0.002529230657805398	0	0	26.728372926938594	217.7148751207531	PLAU;SERPINE1;VEGFA
Interleukin-27-mediated signaling events	3/26	2.9004938736300437E-4	0.002529230657805398	0	0	26.728372926938594	217.7148751207531	IFNG;TBX21;IL12RB2
Beta-1 integrin cell surface interactions	4/66	3.3432311010974254E-4	0.002757202230785288	0	0	13.331989247311828	106.70127789939	VCAM1;PLAU;SPP1;VEGFA
Endochondral ossification	4/66	3.3432311010974254E-4	0.002757202230785288	0	0	13.331989247311828	106.70127789939	PLAU;SPP1;RUNX3;VEGFA
TGF-beta signaling pathway	6/185	3.3516449135692714E-4	0.002757202230785288	0	0	7.032330916438845	56.264899971539016	TGFBR3;JUN;IFNG;SERPINE1;SPP1;RUNX3
Statin pathway	3/29	4.032210189685461E-4	0.0031964429867324747	0	0	23.640761300555116	184.7767981808264	APOC1;APOA2;APOE
T cell receptor calcium pathway	3/29	4.032210189685461E-4	0.0031964429867324747	0	0	23.640761300555116	184.7767981808264	JUN;IFNG;PTGS2
Activation of matrix metalloproteinases	3/30	4.4640250260442E-4	0.0034755623417058413	0	0	22.764032073310425	175.60833452775756	MMP25;CTSG;ELANE
Alpha-V beta-3 integrin/OPN pathway	3/31	4.924436798304106E-4	0.0037667621825624386	0	0	21.949926362297496	167.17350275311443	JUN;PLAU;SPP1
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	7/280	5.164069298977639E-4	0.0038819555419900872	0	0	5.411359250068927	40.95649738493781	EGR1;VCAM1;IFNG;IL1R2;PTAFR;IL2RB;NCAM1
HIF-2-alpha transcription factor network	3/34	6.484839479590657E-4	0.0047921864628839425	0	0	19.822746923844363	145.51627376631131	SERPINE1;BHLHE40;VEGFA
Proepithelin conversion to epithelin and wound repair control	2/8	6.795551666861537E-4	0.004938100877919383	0	0	67.66666666666667	493.5655481733249	CXCL8;ELANE
Allograft rejection	3/37	8.329373632247138E-4	0.005857430489773794	0	0	18.070952092177077	128.13302753808438	IFNG;PRF1;GZMB
FRA pathway	3/37	8.329373632247138E-4	0.005857430489773794	0	0	18.070952092177077	128.13302753808438	JUN;CXCL8;PLAU
Alpha defensins	2/9	8.70867194754317E-4	0.00585980753215546	0	0	57.99708454810496	408.64867956136595	DEFA4;DEFA3
MAP kinase pathway regulation through dual specificity phosphatases	2/9	8.70867194754317E-4	0.00585980753215546	0	0	57.99708454810496	408.64867956136595	DUSP4;DUSP2
NOD signaling pathway	4/85	8.735951596103323E-4	0.00585980753215546	0	0	10.194958847736626	71.80200933754972	NLRP12;CXCL8;AIM2;NLRC4
Thymic stromal lymphopoietin (TSLP) pathway	4/90	0.0010816490463404552	0.0071454391546127045	0	0	9.599806201550388	65.55965417135813	CXCL8;CD83;CCL4;CCL3
Beta-3 integrin cell surface interactions	3/43	0.0012945471308939182	0.008300331603966888	0	0	15.355670103092784	102.10897717127874	PLAU;SPP1;VEGFA
Type 1 diabetes mellitus	3/43	0.0012945471308939182	0.008300331603966888	0	0	15.355670103092784	102.10897717127874	IFNG;PRF1;GZMB
Osteopontin signaling	2/11	0.0013218400851343036	0.00835249676983415	0	0	45.10430839002267	298.984305122014	PLAU;SPP1
Interferon-gamma signaling pathway	4/97	0.0014281711993084983	0.008895466327121505	0	0	8.87410394265233	58.137454351425724	VCAM1;IFNG;PTAFR;NCAM1
Interferon signaling	5/168	0.001560124857689064	0.009574106452763312	0	0	6.37294155634485	41.18825387806559	EGR1;VCAM1;IFNG;PTAFR;NCAM1
Granzyme A-mediated apoptosis pathway	2/12	0.001581045102291189	0.009574106452763312	0	0	40.59183673469388	261.8039188938469	PRF1;GZMB
CTL mediated immune response against target cells	2/13	0.0018624280503563755	0.011123542876101091	0	0	36.89981447124304	231.94759321375395	PRF1;GZMB
Amoebiasis	4/105	0.0019113530522850144	0.011261485551300895	0	0	8.167904290429043	51.130622502952	CXCL8;IFNG;IL1R2;CTSG
TGF-beta regulation of extracellular matrix	9/565	0.002093529802809754	0.012170386587000702	0	0	3.4409044193216856	21.22660813008021	TGFBR3;VCAM1;IMPA2;SERPINE1;APOC1;TNFSF10;APOE;PTGS2;VEGFA
Platelet amyloid precursor protein pathway	2/14	0.0021657651600423137	0.012263293633486346	0	0	33.82312925170068	207.5042741698455	PLAU;SERPINE1
Adhesion and diapedesis of lymphocytes	2/14	0.0021657651600423137	0.012263293633486346	0	0	33.82312925170068	207.5042741698455	CXCL8;VCAM1
Vitamin B12 metabolism	3/52	0.0022441220665619026	0.012544066936166531	0	0	12.529560277719336	76.42331236603597	IFNG;SERPINE1;APOE
JNK/MAPK pathway	3/53	0.0023702048008991446	0.013081130293569963	0	0	12.278350515463918	74.219914290735	DUSP4;JUN;DUSP10
Adhesion and diapedesis of granulocytes	2/15	0.0024908343052083164	0.013084382615311155	0	0	31.21978021978022	187.16687708215863	CXCL8;IFNG
Fibrinolysis pathway	2/15	0.0024908343052083164	0.013084382615311155	0	0	31.21978021978022	187.16687708215863	PLAU;SERPINE1
Hematopoiesis regulation by cytokines	2/15	0.0024908343052083164	0.013084382615311155	0	0	31.21978021978022	187.16687708215863	CXCL8;CD8A
Interleukin-17 signaling pathway	2/15	0.0024908343052083164	0.013084382615311155	0	0	31.21978021978022	187.16687708215863	CXCL8;CD8A
Cytosolic DNA-sensing pathway	3/56	0.0027744926921681934	0.01431231520301191	0	0	11.581598910717759	68.1842009003188	AIM2;CCL4L2;CCL4
Peptide G-protein coupled receptors	5/192	0.0027902449363670007	0.01431231520301191	0	0	5.548269068392908	32.632843031688054	CXCL8;CCL4;XCL2;CCL3;XCL1
Hypoxia-inducible factor in the cardivascular system	2/16	0.0028374149918175937	0.014385034144563614	0	0	28.988338192419825	170.01259891772904	JUN;VEGFA
SHP2 signaling	3/57	0.002918095947541711	0.014457839012820295	0	0	11.36655211912944	66.3445636168701	IFNG;IL2RB;VEGFA
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	3/57	0.002918095947541711	0.014457839012820295	0	0	11.36655211912944	66.3445636168701	JUN;APOA2;PTGS2
Arachidonic acid metabolism	3/58	0.0030661973063982524	0.014772790304921738	0	0	11.159325210871602	64.58255414819172	ALOX15;PTGS2;ALOX15B
Cells and molecules involved in local acute inflammatory response	2/17	0.00320528834894988	0.014772790304921738	0	0	27.05442176870748	155.3722787250682	CXCL8;VCAM1
Chylomicron-mediated lipid transport	2/17	0.00320528834894988	0.014772790304921738	0	0	27.05442176870748	155.3722787250682	APOA2;APOE
Inflammasomes	2/17	0.00320528834894988	0.014772790304921738	0	0	27.05442176870748	155.3722787250682	AIM2;NLRC4
Integrin beta-5 pathway	2/17	0.00320528834894988	0.014772790304921738	0	0	27.05442176870748	155.3722787250682	VCAM1;PLAU
NO2-dependent IL-12 pathway in NK cells	2/17	0.00320528834894988	0.014772790304921738	0	0	27.05442176870748	155.3722787250682	IFNG;IL12RB2
Caspase cascade in apoptosis	3/59	0.0032188419242375347	0.014772790304921738	0	0	10.959499263622975	62.89364704662167	PRF1;TNFSF10;GZMB
Jak-STAT signaling pathway	5/199	0.003253401439946145	0.014775864873088743	0	0	5.346174715138361	30.623178707591325	CXCL8;IFNG;LEP;IL2RB;IL12RB2
Interleukin-1 signaling pathway	4/125	0.0035919377730342372	0.015829165486617166	0	0	6.81095041322314	38.33927204757649	JUN;CXCL8;IL1R2;PTGS2
Pertussis toxin-insensitive CCR5 signaling in macrophage	2/18	0.0035942371173740815	0.015829165486617166	0	0	25.362244897959183	142.74945562505079	JUN;CCL4
Downregulation of MTA-3 in ER-negative breast tumors	2/18	0.0035942371173740815	0.015829165486617166	0	0	25.362244897959183	142.74945562505079	TUBA1A;SNAI1
Folate metabolism	3/63	0.0038757213407073967	0.01689814504548425	0	0	10.22680412371134	56.78968343517464	IFNG;SERPINE1;FOLR3
TP53 network	2/19	0.004004045638803338	0.01694916406328403	0	0	23.869147659063625	131.7684366549516	TNFSF10;PMAIP1
Tob role in T-cell activation	2/19	0.004004045638803338	0.01694916406328403	0	0	23.869147659063625	131.7684366549516	TGFBR3;IFNG
Eicosanoid biosynthesis	2/19	0.004004045638803338	0.01694916406328403	0	0	23.869147659063625	131.7684366549516	PTGS2;ALOX15B
LPA receptor mediated events	3/65	0.00423252222637027	0.01774403548747536	0	0	9.895909544396408	54.0807220421003	JUN;CXCL8;HBEGF
Oncostatin M	6/311	0.004732217690962888	0.01964997060247447	0	0	4.1008022322985695	21.953076092023554	JUN;CXCL8;PLAU;SERPINE1;PTGS2;VEGFA
Epithelial cell signaling in Helicobacter pylori infection	3/68	0.004804054710309247	0.01976007409146068	0	0	9.437747819191118	50.38148186551567	JUN;CXCL8;HBEGF
S1P/S1P1 pathway	2/21	0.00488538725831669	0.01990681163201941	0	0	21.354457572502685	113.63788950907963	PTGS2;VEGFA
Complement and coagulation cascades	3/70	0.00520972357949959	0.021031847043165013	0	0	9.155100784736113	48.13045658628783	PLAU;SERPINE1;APOA2
Leishmaniasis	3/72	0.00563543249072426	0.02254172996289704	0	0	8.888839085611833	46.03246549484361	JUN;IFNG;PTGS2
Blood clotting cascade	2/23	0.005847619592062275	0.022969028307559928	0	0	19.318756073858115	99.33164622370634	PLAU;SERPINE1
Th1/Th2 differentiation pathway	2/23	0.005847619592062275	0.022969028307559928	0	0	19.318756073858115	99.33164622370634	IFNG;IL12RB2
SHC1 events in ERBB2 signaling	2/25	0.006889074002829973	0.026818180939588106	0	0	17.637089618456077	87.79423275712823	EREG;HBEGF
Signaling events mediated by hepatocyte growth factor receptor (c-Met)	3/79	0.007286866254448595	0.02811569634459812	0	0	8.067281606077048	39.704592204651284	EGR1;JUN;SNAI1
Apoptosis	5/242	0.0073846582565567495	0.028203493285566154	0	0	4.36664445924939	21.433022123664735	JUN;PRF1;TNFSF10;PMAIP1;GZMB
Interleukin-9 regulation of target genes	2/26	0.0074389947886241	0.028203493285566154	0	0	16.901360544217688	82.83389842043363	CCL3;GZMB
ATM-dependent DNA damage response	3/82	0.008073219771065416	0.03008481897593608	0	0	7.759754665274697	37.395832154879464	JUN;PLAU;PMAIP1
SMAD2/3 nuclear pathway	3/82	0.008073219771065416	0.03008481897593608	0	0	7.759754665274697	37.395832154879464	JUN;SERPINE1;RUNX3
Response to elevated platelet cytosolic calcium	3/83	0.008346007342833413	0.030616264557566008	0	0	7.662371134020619	36.671893831371335	SERPINE1;HRG;VEGFA
Toll receptor cascades	4/159	0.00835627404208797	0.030616264557566008	0	0	5.307795698924731	25.396436404946193	DUSP4;JUN;TLR8;TLR5
Myc active pathway	3/85	0.008907727513708056	0.03236474329980594	0	0	7.474729695750566	35.28697392743489	SNAI1;PMAIP1;KIR3DL1
Integrin beta-2 pathway	2/29	0.009203097475114358	0.032889758189752955	0	0	15.02116402116402	70.4224490277819	VCAM1;PLAU
Lipoprotein metabolism	2/29	0.009203097475114358	0.032889758189752955	0	0	15.02116402116402	70.4224490277819	APOA2;APOE
Apoptosis intrinsic pathway	2/30	0.009828577820710147	0.034009999443092256	0	0	14.48396501457726	66.95156387938638	PMAIP1;GZMB
Inflammatory response pathway	2/30	0.009828577820710147	0.034009999443092256	0	0	14.48396501457726	66.95156387938638	IFNG;IL2RB
Interleukin-2/STAT5 pathway	2/30	0.009828577820710147	0.034009999443092256	0	0	14.48396501457726	66.95156387938638	IL2RB;PRF1
Nuclear events mediated by MAP kinases	2/30	0.009828577820710147	0.034009999443092256	0	0	14.48396501457726	66.95156387938638	DUSP4;JUN
Extracellular matrix organization	3/93	0.011372926228627412	0.03904406169827994	0	0	6.8075601374570445	30.474176658100003	MMP25;CTSG;ELANE
ERBB signaling pathway	3/94	0.011705944528026261	0.03987337354858945	0	0	6.732411917978928	29.943469004228515	JUN;EREG;HBEGF
Interleukin-7 interactions in immune response	2/34	0.012512480224535567	0.04229024323951556	0	0	12.670918367346939	55.51165721021778	JUN;CXCL8
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	3/97	0.012738546663725812	0.04272312573372657	0	0	6.516560649265189	28.432553772777887	JUN;GZMB;CTSG
Prion diseases	2/35	0.013227983272248344	0.04369242959621423	0	0	12.286332714904143	53.14355844722063	EGR1;NCAM1
Cytokines and inflammatory response	2/35	0.013227983272248344	0.04369242959621423	0	0	12.286332714904143	53.14355844722063	CXCL8;IFNG
BMAL1-CLOCK/NPAS2 activates circadian expression	2/38	0.015478313223536513	0.04998921900342163	0	0	11.260770975056689	46.9384448645158	SERPINE1;BHLHE40
ERBB4 signaling events	2/38	0.015478313223536513	0.04998921900342163	0	0	11.260770975056689	46.9384448645158	EREG;HBEGF
p38 alpha/beta MAPK downstream pathway	2/38	0.015478313223536513	0.04998921900342163	0	0	11.260770975056689	46.9384448645158	JUN;PTGS2
GPCR ligand binding	6/410	0.016989198987913273	0.054303268248130976	0	0	3.0802612176111226	12.552611178871267	CXCL8;PTAFR;CCL4;XCL2;CCL3;XCL1
Nuclear signaling by ErbB4	2/40	0.017063182912830144	0.054303268248130976	0	0	10.66702470461869	43.42366746060685	EREG;HBEGF
Bladder cancer	2/42	0.01871405540009226	0.059125566336523376	0	0	10.13265306122449	40.31256172341721	CXCL8;VEGFA
Platelet activation, signaling and aggregation	4/205	0.019594044964871927	0.06146045758765583	0	0	4.083540630182421	16.05864434886333	SERPINE1;HRG;RHOB;VEGFA
Gastrin-CREB signaling pathway via PKC and MAPK	4/206	0.019907400576544262	0.06199733322409499	0	0	4.063118811881188	15.913870073522604	PTAFR;XCL2;XCL1;HBEGF
Heart development	2/44	0.020429483861515323	0.06272714763113155	0	0	9.649173955296405	37.54277574025534	BHLHE40;VEGFA
PI3K events in ERBB2 signaling	2/44	0.020429483861515323	0.06272714763113155	0	0	9.649173955296405	37.54277574025534	EREG;HBEGF
Defensins	2/45	0.02131096041448218	0.06390310877065841	0	0	9.424299952539155	36.26973658038426	DEFA4;DEFA3
Integrin-linked kinase signaling	2/45	0.02131096041448218	0.06390310877065841	0	0	9.424299952539155	36.26973658038426	JUN;SNAI1
Interleukin-3 signaling pathway	2/45	0.02131096041448218	0.06390310877065841	0	0	9.424299952539155	36.26973658038426	JUN;CXCL8
p53 activity regulation	3/118	0.021398747432376443	0.06390310877065841	0	0	5.3209323173464815	20.455913996227693	SERPINE1;PMAIP1;GADD45G
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	2/47	0.02312055761715071	0.06857525932705925	0	0	9.004535147392291	33.92038210413699	AIM2;NLRC4
Lipid digestion, mobilization, and transport	2/48	0.024048330053217173	0.0708450804270452	0	0	8.808340727595386	32.83476119194659	APOA2;APOE
Activation of NOXA and translocation to mitochondria	1/5	0.024753528718293626	0.0714737650409008	0	0	50.24242424242424	185.83603697375267	PMAIP1
Kit receptor transcriptional targets	1/5	0.024753528718293626	0.0714737650409008	0	0	50.24242424242424	185.83603697375267	VEGFA
Neurophilin interactions with VEGF and VEGF receptor	1/5	0.024753528718293626	0.0714737650409008	0	0	50.24242424242424	185.83603697375267	VEGFA
Autoimmune thyroid disease	2/52	0.02790857758050539	0.08005355148092336	0	0	8.10204081632653	28.995755414400413	PRF1;GZMB
Androgen receptor regulation of biosynthesis and transcription	2/53	0.028910084539220875	0.082384293196734	0	0	7.942777110844338	28.145745374205482	EGR1;JUN
Cell adhesion molecules (CAMs)	3/133	0.029137373715346374	0.08249282428500661	0	0	4.703409992069786	16.630004784566133	VCAM1;CD8A;NCAM1
Focal adhesion	4/233	0.029557234253209632	0.08314163957677032	0	0	3.5791484716157207	12.603709174137336	JUN;SPP1;RHOB;VEGFA
RANKL signaling pathway	2/54	0.02992583628203801	0.08345580027294246	0	0	7.789638932496075	27.334100710931292	JUN;VCAM1
Hemostasis pathway	6/468	0.03005174459369717	0.08345580027294246	0	0	2.6855484940591325	9.4124031834598	PLAU;SERPINE1;MRVI1;HRG;RHOB;VEGFA
T cell receptor signaling in naive CD8+ T cells	2/55	0.03095566840552396	0.08542197104309143	0	0	7.642279553330766	26.55844340345009	CD8A;PRF1
Diabetes pathways	3/137	0.03141944414110219	0.08615646317937456	0	0	4.562086474842284	15.786317107275496	CXCL8;LEP;CTSG
Systemic lupus erythematosus	3/139	0.03259476166351094	0.0882690440080172	0	0	4.4945421467556095	15.387531072601112	IFNG;CTSG;ELANE
T cell receptor signaling pathway	3/139	0.03259476166351094	0.0882690440080172	0	0	4.4945421467556095	15.387531072601112	JUN;IFNG;CD8A
Pathogenic Escherichia coli infection	2/57	0.03305692249429009	0.0889680136266079	0	0	7.363636363636363	25.106496966632545	TUBA1A;TLR5
Inactivation of BCL-2 by BH3-only proteins	1/7	0.03448424920041465	0.09224007761583305	0	0	33.49158249158249	112.77461836050252	PMAIP1
Circadian rhythm	2/62	0.03854519675936855	0.10247381577490663	0	0	6.7482993197278915	21.97194825947037	SERPINE1;BHLHE40
TSP1-induced apoptosis in microvascular endothelial cell	1/8	0.03931350415205654	0.102638849163453	0	0	28.705627705627705	92.89678500716381	JUN
Mechanism of acetaminophen activity and toxicity	1/8	0.03931350415205654	0.102638849163453	0	0	28.705627705627705	92.89678500716381	PTGS2
Organic cation transport	1/8	0.03931350415205654	0.102638849163453	0	0	28.705627705627705	92.89678500716381	SLC22A4
Activation of pro-caspase 8	1/9	0.0441188457824273	0.1124316651903557	0	0	25.116161616161616	78.3842312444799	TNFSF10
Alpha-4 beta-7 integrin signaling	1/9	0.0441188457824273	0.1124316651903557	0	0	25.116161616161616	78.3842312444799	VCAM1
EGFR transactivation by gastrin	1/9	0.0441188457824273	0.1124316651903557	0	0	25.116161616161616	78.3842312444799	HBEGF
Gene expression regulation by hypoxia-inducible factor	1/9	0.0441188457824273	0.1124316651903557	0	0	25.116161616161616	78.3842312444799	VEGFA
Telomerase regulation	2/67	0.04435377617601188	0.1124316651903557	0	0	6.227629513343799	19.402537395096388	JUN;IFNG
